ECG_Value,Label
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
521,No Stress
544,No Stress
538,No Stress
533,No Stress
514,No Stress
540,No Stress
556,No Stress
572,No Stress
579,No Stress
600,No Stress
570,No Stress
595,No Stress
637,No Stress
624,No Stress
725,No Stress
1024,Stress
776,No Stress
493,No Stress
518,No Stress
211,No Stress
223,No Stress
262,No Stress
336,No Stress
435,No Stress
507,No Stress
438,No Stress
91,No Stress
118,No Stress
300,No Stress
339,No Stress
342,No Stress
396,No Stress
535,No Stress
477,No Stress
538,No Stress
577,No Stress
612,No Stress
652,No Stress
669,No Stress
628,No Stress
638,No Stress
653,No Stress
643,No Stress
643,No Stress
640,No Stress
640,No Stress
648,No Stress
634,No Stress
613,No Stress
631,No Stress
614,No Stress
607,No Stress
615,No Stress
616,No Stress
602,No Stress
536,No Stress
547,No Stress
510,No Stress
493,No Stress
472,No Stress
450,No Stress
458,No Stress
444,No Stress
497,No Stress
524,No Stress
564,No Stress
573,No Stress
583,No Stress
567,No Stress
558,No Stress
592,No Stress
585,No Stress
583,No Stress
566,No Stress
560,No Stress
545,No Stress
544,No Stress
566,No Stress
557,No Stress
544,No Stress
542,No Stress
703,No Stress
497,No Stress
505,No Stress
522,No Stress
520,No Stress
521,No Stress
525,No Stress
800,No Stress
511,No Stress
520,No Stress
521,No Stress
540,No Stress
568,No Stress
600,No Stress
861,No Stress
574,No Stress
561,No Stress
582,No Stress
570,No Stress
555,No Stress
558,No Stress
578,No Stress
520,No Stress
531,No Stress
525,No Stress
543,No Stress
533,No Stress
538,No Stress
517,No Stress
510,No Stress
541,No Stress
530,No Stress
531,No Stress
540,No Stress
541,No Stress
556,No Stress
509,No Stress
536,No Stress
548,No Stress
581,No Stress
592,No Stress
598,No Stress
580,No Stress
562,No Stress
584,No Stress
600,No Stress
699,No Stress
722,No Stress
798,No Stress
915,No Stress
854,No Stress
774,No Stress
664,No Stress
583,No Stress
521,No Stress
794,No Stress
452,No Stress
437,No Stress
427,No Stress
402,No Stress
364,No Stress
382,No Stress
519,No Stress
248,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
1024,Stress
542,No Stress
288,No Stress
3,Stress
3,Stress
3,Stress
151,No Stress
264,No Stress
552,No Stress
637,No Stress
1024,Stress
542,No Stress
12,No Stress
4,Stress
554,No Stress
3,Stress
542,No Stress
4,Stress
543,No Stress
4,Stress
3,Stress
2,Stress
3,Stress
4,Stress
3,Stress
3,Stress
489,No Stress
541,No Stress
1024,Stress
3,Stress
537,No Stress
3,Stress
540,No Stress
397,No Stress
388,No Stress
293,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
524,No Stress
559,No Stress
588,No Stress
1024,Stress
1024,Stress
1024,Stress
681,No Stress
553,No Stress
534,No Stress
471,No Stress
1024,Stress
902,No Stress
640,No Stress
810,No Stress
376,No Stress
3,Stress
3,Stress
3,Stress
129,No Stress
675,No Stress
451,No Stress
437,No Stress
558,No Stress
625,No Stress
662,No Stress
724,No Stress
768,No Stress
724,No Stress
746,No Stress
701,No Stress
702,No Stress
618,No Stress
4,Stress
261,No Stress
368,No Stress
617,No Stress
660,No Stress
646,No Stress
661,No Stress
898,No Stress
734,No Stress
756,No Stress
951,No Stress
862,No Stress
701,No Stress
494,No Stress
566,No Stress
363,No Stress
315,No Stress
310,No Stress
320,No Stress
462,No Stress
517,No Stress
484,No Stress
499,No Stress
530,No Stress
573,No Stress
616,No Stress
645,No Stress
786,No Stress
619,No Stress
613,No Stress
617,No Stress
608,No Stress
604,No Stress
640,No Stress
547,No Stress
547,No Stress
565,No Stress
560,No Stress
558,No Stress
574,No Stress
554,No Stress
542,No Stress
577,No Stress
584,No Stress
579,No Stress
578,No Stress
596,No Stress
550,No Stress
546,No Stress
566,No Stress
526,No Stress
545,No Stress
605,No Stress
549,No Stress
560,No Stress
594,No Stress
600,No Stress
595,No Stress
589,No Stress
567,No Stress
538,No Stress
554,No Stress
554,No Stress
560,No Stress
560,No Stress
880,No Stress
507,No Stress
497,No Stress
521,No Stress
519,No Stress
516,No Stress
521,No Stress
478,No Stress
469,No Stress
502,No Stress
512,No Stress
535,No Stress
550,No Stress
554,No Stress
557,No Stress
567,No Stress
560,No Stress
601,No Stress
672,No Stress
721,No Stress
712,No Stress
685,No Stress
626,No Stress
571,No Stress
530,No Stress
504,No Stress
437,No Stress
416,No Stress
430,No Stress
450,No Stress
511,No Stress
546,No Stress
545,No Stress
568,No Stress
580,No Stress
622,No Stress
658,No Stress
612,No Stress
492,No Stress
360,No Stress
75,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
519,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
543,No Stress
614,No Stress
1024,Stress
999,No Stress
812,No Stress
1024,Stress
1024,Stress
735,No Stress
352,No Stress
196,No Stress
160,No Stress
158,No Stress
170,No Stress
222,No Stress
341,No Stress
449,No Stress
521,No Stress
565,No Stress
547,No Stress
559,No Stress
603,No Stress
586,No Stress
565,No Stress
522,No Stress
478,No Stress
425,No Stress
430,No Stress
448,No Stress
484,No Stress
553,No Stress
961,No Stress
427,No Stress
569,No Stress
718,No Stress
727,No Stress
723,No Stress
714,No Stress
654,No Stress
589,No Stress
576,No Stress
556,No Stress
570,No Stress
550,No Stress
823,No Stress
507,No Stress
369,No Stress
412,No Stress
14,No Stress
60,No Stress
326,No Stress
492,No Stress
582,No Stress
543,No Stress
548,No Stress
716,No Stress
775,No Stress
692,No Stress
665,No Stress
678,No Stress
607,No Stress
624,No Stress
699,No Stress
994,No Stress
636,No Stress
808,No Stress
1024,Stress
572,No Stress
360,No Stress
601,No Stress
146,No Stress
134,No Stress
157,No Stress
217,No Stress
309,No Stress
630,No Stress
508,No Stress
612,No Stress
684,No Stress
729,No Stress
741,No Stress
1016,Stress
637,No Stress
604,No Stress
603,No Stress
607,No Stress
591,No Stress
632,No Stress
549,No Stress
532,No Stress
566,No Stress
552,No Stress
546,No Stress
568,No Stress
529,No Stress
526,No Stress
559,No Stress
544,No Stress
541,No Stress
566,No Stress
552,No Stress
525,No Stress
549,No Stress
552,No Stress
568,No Stress
586,No Stress
922,No Stress
571,No Stress
492,No Stress
565,No Stress
619,No Stress
675,No Stress
581,No Stress
506,No Stress
498,No Stress
508,No Stress
504,No Stress
492,No Stress
530,No Stress
928,No Stress
512,No Stress
526,No Stress
568,No Stress
593,No Stress
613,No Stress
545,No Stress
566,No Stress
566,No Stress
580,No Stress
560,No Stress
553,No Stress
530,No Stress
523,No Stress
475,No Stress
487,No Stress
498,No Stress
514,No Stress
521,No Stress
497,No Stress
482,No Stress
474,No Stress
516,No Stress
513,No Stress
519,No Stress
552,No Stress
895,No Stress
486,No Stress
496,No Stress
528,No Stress
538,No Stress
554,No Stress
559,No Stress
542,No Stress
519,No Stress
540,No Stress
540,No Stress
605,No Stress
753,No Stress
902,No Stress
756,No Stress
405,No Stress
305,No Stress
279,No Stress
200,No Stress
235,No Stress
531,No Stress
290,No Stress
545,No Stress
674,No Stress
506,No Stress
288,No Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
281,No Stress
583,No Stress
620,No Stress
727,No Stress
774,No Stress
796,No Stress
828,No Stress
806,No Stress
830,No Stress
833,No Stress
877,No Stress
829,No Stress
801,No Stress
798,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
824,No Stress
553,No Stress
325,No Stress
207,No Stress
3,Stress
3,Stress
73,No Stress
197,No Stress
248,No Stress
331,No Stress
440,No Stress
518,No Stress
579,No Stress
593,No Stress
562,No Stress
578,No Stress
682,No Stress
865,No Stress
898,No Stress
829,No Stress
773,No Stress
653,No Stress
643,No Stress
604,No Stress
604,No Stress
591,No Stress
582,No Stress
522,No Stress
513,No Stress
460,No Stress
388,No Stress
3,Stress
3,Stress
3,Stress
528,No Stress
329,No Stress
535,No Stress
535,No Stress
4,Stress
540,No Stress
49,No Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
2,Stress
3,Stress
4,Stress
4,Stress
3,Stress
4,Stress
4,Stress
2,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
541,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
929,No Stress
745,No Stress
560,No Stress
518,No Stress
198,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
540,No Stress
1001,Stress
1024,Stress
1024,Stress
949,No Stress
845,No Stress
729,No Stress
474,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
788,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
394,No Stress
40,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
69,No Stress
258,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
871,No Stress
789,No Stress
281,No Stress
61,No Stress
115,No Stress
370,No Stress
244,No Stress
241,No Stress
410,No Stress
593,No Stress
541,No Stress
529,No Stress
556,No Stress
495,No Stress
502,No Stress
604,No Stress
178,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
601,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
666,No Stress
272,No Stress
368,No Stress
462,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
438,No Stress
735,No Stress
646,No Stress
498,No Stress
517,No Stress
665,No Stress
376,No Stress
3,Stress
3,Stress
3,Stress
17,No Stress
188,No Stress
355,No Stress
430,No Stress
474,No Stress
672,No Stress
773,No Stress
842,No Stress
837,No Stress
849,No Stress
1024,Stress
769,No Stress
753,No Stress
759,No Stress
742,No Stress
733,No Stress
735,No Stress
681,No Stress
643,No Stress
645,No Stress
607,No Stress
584,No Stress
579,No Stress
607,No Stress
576,No Stress
564,No Stress
618,No Stress
597,No Stress
561,No Stress
547,No Stress
544,No Stress
498,No Stress
518,No Stress
525,No Stress
576,No Stress
582,No Stress
571,No Stress
557,No Stress
559,No Stress
557,No Stress
543,No Stress
531,No Stress
530,No Stress
493,No Stress
507,No Stress
545,No Stress
549,No Stress
553,No Stress
571,No Stress
544,No Stress
507,No Stress
530,No Stress
542,No Stress
543,No Stress
542,No Stress
571,No Stress
517,No Stress
545,No Stress
553,No Stress
569,No Stress
577,No Stress
729,No Stress
496,No Stress
494,No Stress
489,No Stress
499,No Stress
496,No Stress
436,No Stress
461,No Stress
494,No Stress
643,No Stress
650,No Stress
780,No Stress
804,No Stress
1016,Stress
615,No Stress
594,No Stress
657,No Stress
668,No Stress
624,No Stress
607,No Stress
602,No Stress
550,No Stress
541,No Stress
565,No Stress
592,No Stress
584,No Stress
552,No Stress
536,No Stress
800,No Stress
531,No Stress
513,No Stress
483,No Stress
469,No Stress
454,No Stress
465,No Stress
475,No Stress
567,No Stress
487,No Stress
507,No Stress
566,No Stress
579,No Stress
588,No Stress
584,No Stress
584,No Stress
725,No Stress
530,No Stress
541,No Stress
571,No Stress
566,No Stress
553,No Stress
541,No Stress
553,No Stress
506,No Stress
488,No Stress
536,No Stress
558,No Stress
579,No Stress
571,No Stress
594,No Stress
562,No Stress
549,No Stress
562,No Stress
537,No Stress
547,No Stress
544,No Stress
664,No Stress
513,No Stress
500,No Stress
532,No Stress
523,No Stress
519,No Stress
510,No Stress
513,No Stress
487,No Stress
525,No Stress
545,No Stress
558,No Stress
569,No Stress
597,No Stress
554,No Stress
552,No Stress
585,No Stress
576,No Stress
594,No Stress
627,No Stress
881,No Stress
574,No Stress
553,No Stress
588,No Stress
603,No Stress
593,No Stress
573,No Stress
558,No Stress
502,No Stress
511,No Stress
498,No Stress
482,No Stress
483,No Stress
501,No Stress
432,No Stress
439,No Stress
494,No Stress
508,No Stress
520,No Stress
534,No Stress
504,No Stress
474,No Stress
513,No Stress
548,No Stress
553,No Stress
554,No Stress
700,No Stress
517,No Stress
526,No Stress
562,No Stress
543,No Stress
556,No Stress
766,No Stress
534,No Stress
545,No Stress
558,No Stress
573,No Stress
593,No Stress
948,No Stress
534,No Stress
557,No Stress
571,No Stress
674,No Stress
650,No Stress
1024,Stress
32,No Stress
2,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
538,No Stress
3,Stress
536,No Stress
942,No Stress
4,Stress
510,No Stress
735,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
674,No Stress
670,No Stress
51,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
188,No Stress
379,No Stress
516,No Stress
726,No Stress
583,No Stress
588,No Stress
632,No Stress
646,No Stress
679,No Stress
1024,Stress
598,No Stress
562,No Stress
595,No Stress
580,No Stress
546,No Stress
529,No Stress
506,No Stress
511,No Stress
569,No Stress
536,No Stress
548,No Stress
581,No Stress
562,No Stress
549,No Stress
585,No Stress
591,No Stress
582,No Stress
567,No Stress
655,No Stress
541,No Stress
475,No Stress
489,No Stress
466,No Stress
473,No Stress
600,No Stress
432,No Stress
446,No Stress
506,No Stress
523,No Stress
552,No Stress
580,No Stress
513,No Stress
495,No Stress
565,No Stress
578,No Stress
586,No Stress
597,No Stress
584,No Stress
552,No Stress
567,No Stress
582,No Stress
568,No Stress
581,No Stress
632,No Stress
525,No Stress
522,No Stress
574,No Stress
558,No Stress
566,No Stress
560,No Stress
542,No Stress
496,No Stress
478,No Stress
550,No Stress
546,No Stress
568,No Stress
665,No Stress
494,No Stress
497,No Stress
548,No Stress
543,No Stress
548,No Stress
536,No Stress
457,No Stress
393,No Stress
426,No Stress
523,No Stress
403,No Stress
340,No Stress
576,No Stress
303,No Stress
252,No Stress
300,No Stress
247,No Stress
324,No Stress
857,No Stress
684,No Stress
790,No Stress
817,No Stress
789,No Stress
746,No Stress
1015,Stress
676,No Stress
667,No Stress
737,No Stress
699,No Stress
655,No Stress
751,No Stress
579,No Stress
548,No Stress
609,No Stress
597,No Stress
591,No Stress
712,No Stress
560,No Stress
520,No Stress
560,No Stress
564,No Stress
553,No Stress
926,No Stress
481,No Stress
475,No Stress
512,No Stress
514,No Stress
512,No Stress
598,No Stress
435,No Stress
428,No Stress
478,No Stress
518,No Stress
490,No Stress
607,No Stress
470,No Stress
502,No Stress
604,No Stress
665,No Stress
661,No Stress
640,No Stress
625,No Stress
646,No Stress
728,No Stress
706,No Stress
657,No Stress
541,No Stress
472,No Stress
449,No Stress
365,No Stress
336,No Stress
609,No Stress
213,No Stress
187,No Stress
264,No Stress
315,No Stress
402,No Stress
522,No Stress
533,No Stress
624,No Stress
764,No Stress
778,No Stress
730,No Stress
598,No Stress
520,No Stress
544,No Stress
610,No Stress
769,No Stress
761,No Stress
702,No Stress
640,No Stress
639,No Stress
627,No Stress
591,No Stress
663,No Stress
507,No Stress
483,No Stress
519,No Stress
521,No Stress
531,No Stress
798,No Stress
364,No Stress
352,No Stress
456,No Stress
522,No Stress
265,No Stress
651,No Stress
294,No Stress
387,No Stress
509,No Stress
585,No Stress
629,No Stress
781,No Stress
617,No Stress
642,No Stress
664,No Stress
651,No Stress
615,No Stress
571,No Stress
537,No Stress
576,No Stress
566,No Stress
538,No Stress
510,No Stress
465,No Stress
457,No Stress
513,No Stress
511,No Stress
538,No Stress
663,No Stress
525,No Stress
508,No Stress
618,No Stress
677,No Stress
711,No Stress
780,No Stress
660,No Stress
608,No Stress
806,No Stress
747,No Stress
715,No Stress
618,No Stress
509,No Stress
468,No Stress
529,No Stress
519,No Stress
494,No Stress
487,No Stress
840,No Stress
391,No Stress
390,No Stress
428,No Stress
438,No Stress
464,No Stress
437,No Stress
277,No Stress
324,No Stress
619,No Stress
735,No Stress
676,No Stress
649,No Stress
954,No Stress
543,No Stress
533,No Stress
584,No Stress
562,No Stress
562,No Stress
562,No Stress
542,No Stress
504,No Stress
564,No Stress
578,No Stress
600,No Stress
618,No Stress
831,No Stress
572,No Stress
557,No Stress
600,No Stress
609,No Stress
645,No Stress
628,No Stress
574,No Stress
556,No Stress
574,No Stress
562,No Stress
544,No Stress
541,No Stress
642,No Stress
486,No Stress
481,No Stress
483,No Stress
480,No Stress
496,No Stress
809,No Stress
459,No Stress
576,No Stress
589,No Stress
2,Stress
3,Stress
497,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
2,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
538,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
810,No Stress
632,No Stress
226,No Stress
797,No Stress
849,No Stress
640,No Stress
452,No Stress
474,No Stress
436,No Stress
391,No Stress
336,No Stress
353,No Stress
403,No Stress
468,No Stress
538,No Stress
654,No Stress
319,No Stress
3,Stress
3,Stress
457,No Stress
3,Stress
3,Stress
3,Stress
549,No Stress
609,No Stress
837,No Stress
788,No Stress
722,No Stress
650,No Stress
593,No Stress
636,No Stress
669,No Stress
655,No Stress
637,No Stress
617,No Stress
585,No Stress
544,No Stress
538,No Stress
546,No Stress
534,No Stress
529,No Stress
480,No Stress
457,No Stress
446,No Stress
456,No Stress
351,No Stress
3,Stress
2,Stress
400,No Stress
4,Stress
3,Stress
3,Stress
3,Stress
544,No Stress
1024,Stress
3,Stress
3,Stress
3,Stress
3,Stress
540,No Stress
757,No Stress
1024,Stress
1024,Stress
1011,Stress
754,No Stress
4,Stress
4,Stress
4,Stress
3,Stress
2,Stress
4,Stress
561,No Stress
588,No Stress
826,No Stress
1024,Stress
1024,Stress
1022,Stress
670,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
537,No Stress
700,No Stress
1024,Stress
1024,Stress
949,No Stress
785,No Stress
571,No Stress
38,No Stress
3,Stress
306,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
542,No Stress
600,No Stress
832,No Stress
1005,Stress
1024,Stress
836,No Stress
